,names,TN,FN,TP,FP,proportion_of_0,proportion_of_1,Accuracy
2208,"InterestRate,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
2210,"LoanAmount,DocumentCharge,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.54,0.46,0.97
2230,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
2231,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
2239,"loantype,InterestRate,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
2242,"loantype,InterestRate,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
2254,"EMI,InsuranceRate,InsuranceAmount,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.65,0.35,0.97
2259,"EMI,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
2260,"EMI,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
2262,"EMI,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
2274,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
2275,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/4.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2277,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
2280,"loantype,EMI,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2288,"LoanAmount,EMI,InsuranceRate/3.csv",0.97,0.0,0.0,0.03,0.58,0.42,0.97
2291,"LoanAmount,EMI,InsuranceRate/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
2292,"LoanAmount,EMI,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
2320,"LoanAmount,EMI,InterestRate,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2322,"LoanAmount,EMI,InterestRate,ResidenceType/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
2323,"LoanAmount,EMI,InterestRate,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
2343,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
2344,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
2368,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
2378,"EMI,ResidenceType,RentAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
2386,"loantype,LoanAmount,EMI,InterestRate,RentAmount,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.43,0.57,0.97
2391,"LoanAmount,EMI/4.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2392,"LoanAmount,EMI/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
2393,"LoanAmount,EMI/5.csv",0.97,0.0,0.0,0.03,0.4,0.6,0.97
2395,"loantype,InsuranceRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
2440,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
2449,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
2455,"LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
2458,"LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType/5.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
2460,"InsuranceAmount,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
2461,"InsuranceAmount,RentAmount/4.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
2478,"loantype,EMI,InsuranceRate,InsuranceAmount/3.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2481,"loantype,EMI,InsuranceRate,InsuranceAmount/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2486,"loantype,EMI,InterestRate,InsuranceRate,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2499,"DocumentCharge,InsuranceRate,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
2501,"DocumentCharge,InsuranceRate,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
2508,"loantype,EMI/3.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
2510,"loantype,EMI/4.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2511,"loantype,EMI/1.csv",0.97,0.0,0.0,0.03,0.54,0.46,0.97
2512,"loantype,EMI/5.csv",0.97,0.0,0.0,0.03,0.4,0.6,0.97
2519,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.57,0.43,0.97
2539,"DocumentCharge,EMI,InterestRate,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
2540,"DocumentCharge,EMI,InterestRate,ResidenceType/4.csv",0.97,0.0,0.0,0.03,0.4,0.6,0.97
2542,"DocumentCharge,EMI,InterestRate,ResidenceType/5.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
2544,"EMI,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
2545,"EMI,InsuranceAmount/4.csv",0.97,0.0,0.0,0.03,0.43,0.57,0.97
2547,"EMI,InsuranceAmount/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
2566,"LoanAmount,EMI,InsuranceRate,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
2577,"LoanAmount,DocumentCharge,EMI,InsuranceAmount/5.csv",0.97,0.0,0.0,0.03,0.37,0.63,0.97
2601,"InterestRate,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
2602,"InterestRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
2605,"LoanAmount,EMI,InsuranceAmount,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
2613,"EMI,InterestRate,InsuranceRate,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
2616,"DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
2623,"loantype,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
2630,"DocumentCharge,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
2631,"DocumentCharge,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.64,0.36,0.97
2640,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.57,0.43,0.97
2641,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/4.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
2643,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
2657,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
2659,"loantype,LoanAmount,InterestRate,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
2661,"loantype,LoanAmount,InterestRate,ResidenceType/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
2669,"loantype,LoanAmount,DocumentCharge,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
2679,"EMI,InsuranceAmount,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
2682,"EMI,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.49,0.51,0.97
2689,"EMI,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
2691,"EMI,InsuranceRate,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
2697,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.37,0.63,0.97
2698,"loantype,LoanAmount,DocumentCharge,InsuranceRate/3.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2702,"loantype,LoanAmount,DocumentCharge,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
2703,"DocumentCharge,EMI,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
2707,"DocumentCharge,EMI,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.33,0.67,0.97
2726,"loantype,DocumentCharge,EMI,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
2732,"LoanAmount,DocumentCharge,EMI,InterestRate,RentAmount,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.36,0.64,0.97
2738,"loantype,EMI,InsuranceAmount,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
2749,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
2773,"loantype,EMI,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
2774,"loantype,EMI,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2776,"loantype,EMI,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
2781,"DocumentCharge,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
2782,"InterestRate,InsuranceRate/3.csv",0.97,0.0,0.0,0.03,0.65,0.35,0.97
2784,"InterestRate,InsuranceRate/4.csv",0.97,0.0,0.0,0.03,0.54,0.46,0.97
2788,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.57,0.43,0.97
2790,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2811,"loantype,EMI,InterestRate,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.49,0.51,0.97
2814,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount/4.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
2835,"LoanAmount,InterestRate,InsuranceRate,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
2849,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
2851,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
2853,"DocumentCharge,InsuranceRate,InsuranceAmount,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
2855,"DocumentCharge,InsuranceRate,InsuranceAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
2858,"DocumentCharge,InsuranceRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
2891,"EMI,RentAmount,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
2895,"loantype,EMI,InsuranceRate,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2902,"loantype,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
2913,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
2952,"EMI,InterestRate,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
2953,"EMI,InterestRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
2954,"EMI,InterestRate,RentAmount/4.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
2955,"EMI,InterestRate,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
2968,"EMI,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.58,0.42,0.97
2992,"EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.65,0.35,0.97
3005,"EMI,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
3011,"loantype,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
3030,"LoanAmount,EMI,InterestRate,InsuranceRate,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
3031,"LoanAmount,EMI,InterestRate,InsuranceRate,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
3040,"LoanAmount,DocumentCharge,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
3048,"DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
3049,"DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount/4.csv",0.97,0.0,0.0,0.03,0.4,0.6,0.97
3052,"DocumentCharge,EMI,InsuranceRate,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
3053,"DocumentCharge,EMI,InsuranceRate,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3055,"DocumentCharge,EMI,InsuranceRate,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
3098,"LoanAmount,DocumentCharge,EMI,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
3099,"LoanAmount,DocumentCharge,EMI,InsuranceRate/4.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
3101,"LoanAmount,DocumentCharge,EMI,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
3123,"loantype,DocumentCharge,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3135,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3137,"loantype,EMI,InterestRate,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
3139,"loantype,EMI,InterestRate,ResidenceType/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
3168,"loantype,EMI,InsuranceAmount,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.57,0.43,0.97
3170,"loantype,EMI,InsuranceAmount,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
3184,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount/4.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
3185,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
3187,"DocumentCharge,EMI/3.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
3189,"DocumentCharge,EMI/4.csv",0.97,0.0,0.0,0.03,0.43,0.57,0.97
3190,"DocumentCharge,EMI/1.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
3191,"DocumentCharge,EMI/5.csv",0.97,0.0,0.0,0.03,0.33,0.67,0.97
3197,"LoanAmount,EMI,InterestRate,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
3226,"LoanAmount,DocumentCharge,EMI,InterestRate,RentAmount/5.csv",0.97,0.0,0.0,0.03,0.37,0.63,0.97
3231,"loantype,LoanAmount,EMI,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
3232,"loantype,LoanAmount,EMI,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
3233,"loantype,LoanAmount,EMI,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
3241,"DocumentCharge,InterestRate,InsuranceAmount,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3252,"loantype,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3261,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
3263,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
3264,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
3280,"DocumentCharge,EMI,InterestRate/3.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
3283,"DocumentCharge,EMI,InterestRate/1.csv",0.97,0.0,0.0,0.03,0.58,0.42,0.97
3284,"DocumentCharge,EMI,InterestRate/5.csv",0.97,0.0,0.0,0.03,0.33,0.67,0.97
3304,"loantype,DocumentCharge,InterestRate,InsuranceRate,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
3313,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
3316,"loantype,DocumentCharge,EMI,InsuranceRate,RentAmount,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
3321,"loantype,EMI,InterestRate/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3322,"loantype,EMI,InterestRate/4.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
3351,"LoanAmount,DocumentCharge,InsuranceRate,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3361,"loantype,LoanAmount,EMI,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
3362,"loantype,LoanAmount,EMI,RentAmount/4.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
3363,"loantype,LoanAmount,EMI,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.54,0.46,0.97
3371,"LoanAmount,EMI,InterestRate,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.54,0.46,0.97
3374,"LoanAmount,EMI,InterestRate,InsuranceAmount/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
3381,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
3391,"loantype,DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3397,"LoanAmount,DocumentCharge,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
3406,"DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
3423,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
3431,"DocumentCharge,EMI,InsuranceRate,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
3441,"InsuranceRate,InsuranceAmount,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
3448,"LoanAmount,DocumentCharge,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
3457,"loantype,DocumentCharge,EMI,InterestRate/4.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
3463,NoOfDependents/1.csv,0.97,0.0,0.0,0.03,0.55,0.45,0.97
3465,"loantype,DocumentCharge,InsuranceAmount/3.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
3466,"loantype,DocumentCharge,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.57,0.43,0.97
3524,"LoanAmount,InterestRate,InsuranceRate,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
3526,"LoanAmount,InterestRate,InsuranceRate,InsuranceAmount/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
3539,"loantype,EMI,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3548,"DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
3549,"DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3551,"DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
3555,"LoanAmount,DocumentCharge,EMI,RentAmount/4.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
3557,"LoanAmount,DocumentCharge,EMI,RentAmount/5.csv",0.97,0.0,0.0,0.03,0.37,0.63,0.97
3580,"LoanAmount,EMI,InterestRate,InsuranceAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3583,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
3584,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate/4.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
3593,"loantype,DocumentCharge,InsuranceRate,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3610,"EMI,InterestRate,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
3614,"LoanAmount,DocumentCharge,RentAmount/4.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
3617,"DocumentCharge,EMI,InterestRate,RentAmount,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
3625,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
3642,"EMI,InterestRate,InsuranceAmount/3.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
3646,"EMI,InterestRate,InsuranceAmount/5.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
3667,"DocumentCharge,EMI,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
3672,"LoanAmount,InsuranceRate/3.csv",0.97,0.0,0.0,0.03,0.65,0.35,0.97
3680,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
3705,"DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
3743,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3748,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3750,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
3753,"EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
3758,"loantype,DocumentCharge,InterestRate,InsuranceRate,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3783,"DocumentCharge,EMI,InsuranceRate,ResidenceType,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3791,"LoanAmount,EMI,InsuranceAmount,RentAmount/5.csv",0.97,0.0,0.0,0.03,0.37,0.63,0.97
3802,"EMI,InsuranceRate,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.65,0.35,0.97
3817,"LoanAmount,EMI,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
3820,"LoanAmount,EMI,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
3825,"loantype,DocumentCharge,InsuranceAmount,RentAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
3838,"loantype,LoanAmount,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
3858,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3860,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
3867,"loantype,LoanAmount,DocumentCharge,EMI/3.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
3869,"loantype,LoanAmount,DocumentCharge,EMI/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
3871,"loantype,LoanAmount,DocumentCharge,EMI/5.csv",0.97,0.0,0.0,0.03,0.4,0.6,0.97
3890,"EMI,InsuranceRate,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
3899,"loantype,LoanAmount,EMI,InsuranceAmount/4.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
3904,"loantype,LoanAmount,DocumentCharge,EMI,ResidenceType/4.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
3905,"loantype,LoanAmount,DocumentCharge,EMI,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
3907,"LoanAmount,EMI,ResidenceType,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
3918,"loantype,DocumentCharge,EMI,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.57,0.43,0.97
3920,"loantype,DocumentCharge,EMI,InsuranceAmount/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
3921,"loantype,DocumentCharge,EMI,InsuranceAmount/5.csv",0.97,0.0,0.0,0.03,0.4,0.6,0.97
3937,"EMI,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
3938,"EMI,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
3940,"EMI,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
3941,"LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
3971,"DocumentCharge,InsuranceAmount,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
