Name,Designation,DOB,URL,Constituency,Remarks
Maj Gen Tariq Qaddus,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Zafar Ul Haq,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Shahid Mahmood Kayani,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Asif Ali,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Khalil Dar,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Azhar Naveed Hayat Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Zafar Ullah Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Fida Hussain Malik,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Ihsanullah,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Syed Anis Akbar,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Kamran Ali,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Manzoor Ahmed,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Shahid Pervaiz,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Aamer,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Hafeez Ur Rahman,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Amjad Ahmed Butt,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Kaleem Asif,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Sahir Shamshad Mirza,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Sardar Tariq Aman,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Tahir Masood Bhutta,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Azhar Abbas,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Nauman Mahmood,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Faiz Hamid,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Nadir Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Chiragh Haider,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Amer Nadeem,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Arif,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Zafar Iqbal,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Ali Amir Awan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Asif Ghafoor,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Ali,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Azhar Rashid,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Saeed Akhter,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Nadeem Ahmed Anjum,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Khalid Javed,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Khalid Zia,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Amjad Ali Khan Khattak,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Abid Latif Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Saeed Ahmad Nagra,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Saeed,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Akhtar Nawaz Satti,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Sardar Hassan Azhar Hayat,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Raza Jalil,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Saqib Mahmood Malik,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Imtiaz Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Nauman Zakria,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Kanwar Adnan Ahmed Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Syed Aamer Raza,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Tariq Zameer,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Tahir Gulzar Malik,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Shahid Mahmood,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Asghar,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Khalid Saeed,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Ayman Bilal Safdar,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Sarfraz Muhammad,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Rafiq Ur Rehman,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Inam Haider Malik,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Salman Fayyaz Ghani,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Sarfraz Ali,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Aniq Ur Rehman Malik,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Asim Malik,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Fayyaz Hussain Shah,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Shahid Nazir,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Zia Ur Rehman,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Zahid Mahmood,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Azhar Iqbal Abbasi,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Tariq Mahmood,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Ahsan Gulrez,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Shahid Imtiaz,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Rizwan Afzal,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Usman Haq,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Syed Shahab Shahid,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Nauman Ahmed Hashmi,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Babar Iftikhar,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Ahmed Malik,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Irfan Arshad,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Shahbaz Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Tahir Hameed Shah,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Irfan Ahmed Malik,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Raza Ali Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Zafar Iqbal,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Zahid Sarwar Malik,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Kashif Nazir,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Adnan Asif Jah Shad,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Zahid Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Ghulam Jafar,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Munir Afsar,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Yousuf Jamal,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Dr. Ehsan Mehmood Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Yousaf Majoka,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Asad Nawaz,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Rahat Naseem Ahmed Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Mumtaz Hussain,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Khurram Sarfraz Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Nayyar Naseer,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Amer Ahsan Nawaz,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Najeeb Ahmad,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Kamran Khurshid,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Asim Iqbal,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Ayub Ahsan Bhatti,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Hassan Akhtar Kayani,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Lt Gen Syed Muhammad Imran Majeed,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Lt Gen Zahid Hamid,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Rahat Abbas,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Arshad Mahmood,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Shamrez Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Naeem Naqi,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
