,names,size,TN,FN,TP,FP,proportion_of_0,proportion_of_1,Accuracy
1062,"loantype,DocumentCharge,InsuranceAmount,NoOfDependents/1.csv",9799,0.97,0.0,0.0,0.03,0.47,0.53,0.97
1086,DocumentCharge/4.csv,3818,0.97,0.0,0.0,0.03,0.64,0.36,0.97
1102,"LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",18255,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1108,"DocumentCharge,InterestRate,ResidenceType/5.csv",1963,0.97,0.0,0.0,0.03,0.41,0.59,0.97
1116,"InterestRate,InsuranceAmount,RentAmount/4.csv",2817,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1119,"DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount/3.csv",7947,0.97,0.0,0.0,0.03,0.56,0.44,0.97
1120,"DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
1122,"DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount/1.csv",14045,0.97,0.0,0.0,0.03,0.46,0.54,0.97
1129,"InsuranceRate,ResidenceType/3.csv",7947,0.97,0.0,0.0,0.03,0.56,0.44,0.97
1148,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,RentAmount/5.csv",2178,0.97,0.0,0.0,0.03,0.37,0.63,0.97
1152,"LoanAmount,DocumentCharge,ResidenceType,RentAmount/1.csv",19968,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1160,InterestRate/2.csv,12413,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1161,InterestRate/4.csv,5183,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1163,InterestRate/5.csv,2483,0.97,0.0,0.0,0.03,0.47,0.53,0.97
1187,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",14308,0.97,0.01,0.0,0.03,0.45,0.55,0.97
1190,"DocumentCharge,EMI,InsuranceAmount/2.csv",16526,0.97,0.0,0.0,0.03,0.56,0.44,0.97
1191,"DocumentCharge,EMI,InsuranceAmount/4.csv",3471,0.97,0.0,0.0,0.03,0.41,0.59,0.97
1193,"DocumentCharge,EMI,InsuranceAmount/5.csv",4808,0.97,0.0,0.0,0.03,0.4,0.6,0.97
1239,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate/2.csv",16216,0.97,0.0,0.0,0.03,0.57,0.43,0.97
1240,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate/4.csv",6848,0.97,0.0,0.0,0.03,0.46,0.54,0.97
1242,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate/5.csv",3958,0.97,0.0,0.0,0.03,0.42,0.58,0.97
1247,"DocumentCharge,EMI,InterestRate,NoOfDependents/3.csv",5404,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1257,"loantype,DocumentCharge,EMI,ResidenceType,RentAmount/3.csv",8561,0.97,0.0,0.0,0.03,0.55,0.45,0.97
1258,"loantype,DocumentCharge,EMI,ResidenceType,RentAmount/2.csv",4570,0.97,0.0,0.0,0.03,0.45,0.55,0.97
1260,"loantype,DocumentCharge,EMI,ResidenceType,RentAmount/1.csv",23855,0.97,0.0,0.0,0.03,0.5,0.5,0.97
1268,"LoanAmount,DocumentCharge,EMI,NoOfDependents/2.csv",6832,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1269,"LoanAmount,DocumentCharge,EMI,NoOfDependents/4.csv",1745,0.97,0.0,0.0,0.03,0.48,0.52,0.97
1273,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/2.csv",13704,0.97,0.0,0.0,0.03,0.53,0.47,0.97
1283,"loantype,LoanAmount,RentAmount,NoOfDependents/2.csv",3147,0.97,0.0,0.0,0.03,0.48,0.52,0.97
1296,"InterestRate,InsuranceRate,ResidenceType/3.csv",7947,0.97,0.0,0.0,0.03,0.56,0.44,0.97
1329,"loantype,LoanAmount,EMI,InsuranceAmount,NoOfDependents/1.csv",20284,0.97,0.0,0.0,0.03,0.54,0.46,0.97
1333,"loantype,EMI,InsuranceAmount,NoOfDependents/4.csv",6276,0.97,0.0,0.0,0.03,0.48,0.52,0.97
1335,"loantype,EMI,InsuranceAmount,NoOfDependents/5.csv",1945,0.97,0.0,0.0,0.03,0.44,0.56,0.97
1342,"loantype,DocumentCharge,EMI,InterestRate,RentAmount/2.csv",3841,0.97,0.0,0.0,0.03,0.48,0.52,0.97
1379,LoanAmount/1.csv,17493,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1384,"loantype,DocumentCharge,EMI,ResidenceType/1.csv",23855,0.97,0.0,0.0,0.03,0.5,0.5,0.97
1402,"loantype,LoanAmount,EMI,RentAmount,NoOfDependents/2.csv",3146,0.97,0.0,0.0,0.03,0.48,0.52,0.97
1403,"loantype,LoanAmount,EMI,RentAmount,NoOfDependents/4.csv",3022,0.97,0.0,0.0,0.03,0.42,0.58,0.97
1410,"LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType,RentAmount/5.csv",5220,0.97,0.0,0.0,0.03,0.42,0.58,0.97
1426,"loantype,LoanAmount,EMI,InsuranceAmount,ResidenceType,RentAmount/3.csv",8561,0.97,0.0,0.0,0.03,0.55,0.45,0.97
1433,"loantype,InterestRate,InsuranceAmount/4.csv",6851,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1438,"EMI,InterestRate,InsuranceRate/4.csv",2718,0.97,0.0,0.0,0.03,0.65,0.35,0.97
1439,"EMI,InterestRate,InsuranceRate/1.csv",10152,0.97,0.0,0.0,0.03,0.47,0.53,0.97
1440,"EMI,InterestRate,InsuranceRate/5.csv",8904,0.97,0.0,0.0,0.03,0.47,0.53,0.97
1459,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",14045,0.97,0.0,0.0,0.03,0.46,0.54,0.97
1461,"LoanAmount,DocumentCharge,EMI,ResidenceType,NoOfDependents/3.csv",9400,0.97,0.0,0.0,0.03,0.43,0.57,0.97
1462,"LoanAmount,DocumentCharge,EMI,ResidenceType,NoOfDependents/2.csv",6310,0.97,0.0,0.0,0.03,0.58,0.42,0.97
1466,"DocumentCharge,EMI,InterestRate,InsuranceRate/3.csv",6569,0.97,0.0,0.0,0.03,0.53,0.47,0.97
1467,"DocumentCharge,EMI,InterestRate,InsuranceRate/2.csv",13993,0.97,0.0,0.0,0.03,0.56,0.44,0.97
1468,"DocumentCharge,EMI,InterestRate,InsuranceRate/4.csv",3465,0.97,0.0,0.0,0.03,0.41,0.59,0.97
1470,"DocumentCharge,EMI,InterestRate,InsuranceRate/5.csv",4951,0.97,0.0,0.0,0.03,0.41,0.59,0.97
1479,"LoanAmount,DocumentCharge,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",18982,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1485,"LoanAmount,EMI,InterestRate/2.csv",12584,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1488,"LoanAmount,EMI,InterestRate/5.csv",3659,0.97,0.0,0.0,0.03,0.41,0.59,0.97
1497,"EMI,InterestRate,InsuranceRate,RentAmount/1.csv",8643,0.97,0.0,0.0,0.03,0.46,0.54,0.97
1498,"EMI,InterestRate,InsuranceRate,RentAmount/5.csv",6854,0.97,0.0,0.0,0.03,0.45,0.55,0.97
1501,"loantype,DocumentCharge,InterestRate,InsuranceAmount,NoOfDependents/4.csv",6537,0.97,0.0,0.0,0.03,0.53,0.47,0.97
1502,"loantype,DocumentCharge,InterestRate,InsuranceAmount,NoOfDependents/1.csv",7195,0.97,0.0,0.0,0.03,0.5,0.5,0.97
1504,"loantype,DocumentCharge,InsuranceRate,RentAmount/3.csv",4198,0.97,0.0,0.0,0.03,0.45,0.55,0.97
1505,"loantype,DocumentCharge,InsuranceRate,RentAmount/2.csv",8383,0.97,0.0,0.0,0.03,0.5,0.5,0.97
1509,"loantype,DocumentCharge,EMI,InsuranceRate,InsuranceAmount/3.csv",4198,0.97,0.0,0.0,0.03,0.45,0.55,0.97
1515,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount/2.csv",12489,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1518,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount/5.csv",3950,0.97,0.0,0.0,0.03,0.42,0.58,0.97
1520,"DocumentCharge,InsuranceRate,RentAmount,NoOfDependents/2.csv",7818,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1529,"EMI,InterestRate,ResidenceType/3.csv",9088,0.97,0.0,0.0,0.03,0.55,0.45,0.97
1531,"EMI,InterestRate,ResidenceType/4.csv",1963,0.97,0.0,0.0,0.03,0.41,0.59,0.97
1532,"EMI,InterestRate,ResidenceType/1.csv",15173,0.97,0.0,0.0,0.03,0.48,0.52,0.97
1549,loantype/1.csv,34363,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1551,"loantype,InterestRate/2.csv",14866,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1552,"loantype,InterestRate/4.csv",6524,0.97,0.0,0.0,0.03,0.5,0.5,0.97
1553,"loantype,InterestRate/1.csv",12973,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1575,"DocumentCharge,InsuranceRate/2.csv",7818,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1576,"DocumentCharge,InsuranceRate/4.csv",3483,0.97,0.0,0.0,0.03,0.41,0.59,0.97
1577,"DocumentCharge,InsuranceRate/1.csv",12537,0.97,0.0,0.0,0.03,0.48,0.52,0.97
1582,"EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",14045,0.97,0.0,0.0,0.03,0.46,0.54,0.97
1606,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",23855,0.97,0.0,0.0,0.03,0.5,0.5,0.97
1608,"loantype,DocumentCharge,EMI,InsuranceRate/3.csv",4198,0.97,0.0,0.0,0.03,0.45,0.55,0.97
1609,"loantype,DocumentCharge,EMI,InsuranceRate/2.csv",8383,0.97,0.0,0.0,0.03,0.5,0.5,0.97
1612,"loantype,DocumentCharge,EMI,InsuranceRate/5.csv",14681,0.97,0.0,0.0,0.03,0.55,0.45,0.97
1616,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",10407,0.97,0.0,0.0,0.03,0.45,0.55,0.97
1627,"loantype,InterestRate,RentAmount,NoOfDependents/5.csv",6524,0.97,0.0,0.0,0.03,0.5,0.5,0.97
1631,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",14045,0.97,0.0,0.0,0.03,0.46,0.54,0.97
1633,"loantype,LoanAmount,InterestRate,ResidenceType,RentAmount/3.csv",8561,0.97,0.0,0.0,0.03,0.55,0.45,0.97
1638,"DocumentCharge,EMI,InterestRate,InsuranceAmount,NoOfDependents/3.csv",4990,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1646,"DocumentCharge,ResidenceType,RentAmount/1.csv",21564,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1672,"EMI,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",2734,0.97,0.0,0.0,0.03,0.65,0.35,0.97
1698,"DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/2.csv",12755,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1711,"LoanAmount,EMI,RentAmount/5.csv",3669,0.97,0.0,0.0,0.03,0.4,0.6,0.97
1712,"loantype,EMI,InsuranceAmount,ResidenceType/3.csv",8561,0.97,0.0,0.0,0.03,0.55,0.45,0.97
1720,"EMI,ResidenceType,NoOfDependents/1.csv",19568,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1722,"loantype,LoanAmount,InterestRate,RentAmount/2.csv",3136,0.97,0.0,0.0,0.03,0.48,0.52,0.97
1736,"EMI,InsuranceRate,RentAmount,NoOfDependents/3.csv",2756,0.97,0.0,0.0,0.03,0.65,0.35,0.97
1759,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",11299,0.97,0.0,0.0,0.03,0.45,0.55,0.97
1762,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate/2.csv",13333,0.97,0.0,0.0,0.03,0.56,0.44,0.97
1765,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate/5.csv",9731,0.97,0.0,0.0,0.03,0.49,0.51,0.97
1787,"DocumentCharge,InterestRate,InsuranceAmount/4.csv",3471,0.97,0.0,0.0,0.03,0.41,0.59,0.97
1788,"DocumentCharge,InterestRate,InsuranceAmount/1.csv",10546,0.97,0.0,0.0,0.03,0.55,0.45,0.97
1802,"LoanAmount,DocumentCharge,EMI,InsuranceRate,NoOfDependents/4.csv",6638,0.97,0.0,0.0,0.03,0.45,0.55,0.97
1811,"DocumentCharge,InterestRate,InsuranceRate,ResidenceType/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
1822,"loantype,EMI,InterestRate,InsuranceAmount,NoOfDependents/4.csv",6840,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1836,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount/2.csv",15734,0.97,0.0,0.0,0.03,0.56,0.44,0.97
1844,"LoanAmount,EMI,RentAmount,NoOfDependents/5.csv",3669,0.97,0.0,0.0,0.03,0.4,0.6,0.97
1845,"LoanAmount,EMI,ResidenceType/3.csv",9106,0.97,0.0,0.0,0.03,0.44,0.56,0.97
1851,"LoanAmount,InterestRate,InsuranceRate,NoOfDependents/2.csv",6115,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1855,"LoanAmount,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/3.csv",10003,0.97,0.0,0.0,0.03,0.45,0.55,0.97
1861,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
1866,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/2.csv",13704,0.97,0.0,0.0,0.03,0.53,0.47,0.97
1871,"loantype,EMI,InterestRate,InsuranceAmount/2.csv",16349,0.97,0.0,0.0,0.03,0.53,0.47,0.97
1872,"loantype,EMI,InterestRate,InsuranceAmount/4.csv",6840,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1873,"loantype,EMI,InterestRate,InsuranceAmount/1.csv",8254,0.97,0.0,0.0,0.03,0.47,0.53,0.97
1880,"InterestRate,InsuranceAmount/3.csv",7322,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1882,"InterestRate,InsuranceAmount/4.csv",2817,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1888,"LoanAmount,ResidenceType,NoOfDependents/1.csv",19310,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1891,"LoanAmount,InterestRate,NoOfDependents/2.csv",12584,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1913,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/1.csv",11299,0.97,0.0,0.0,0.03,0.45,0.55,0.97
1926,"loantype,DocumentCharge,InsuranceRate,RentAmount,NoOfDependents/2.csv",8383,0.97,0.0,0.0,0.03,0.5,0.5,0.97
1930,"DocumentCharge,EMI,InterestRate,RentAmount/3.csv",5404,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1951,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate/2.csv",15070,0.97,0.0,0.0,0.03,0.57,0.43,0.97
1967,"LoanAmount,EMI,InsuranceRate,ResidenceType,NoOfDependents/4.csv",5213,0.97,0.0,0.0,0.03,0.42,0.58,0.97
1980,"loantype,LoanAmount,EMI,InsuranceRate/3.csv",4198,0.97,0.0,0.0,0.03,0.45,0.55,0.97
1981,"loantype,LoanAmount,EMI,InsuranceRate/2.csv",16721,0.97,0.0,0.0,0.03,0.56,0.44,0.97
1983,"loantype,LoanAmount,EMI,InsuranceRate/1.csv",11299,0.97,0.0,0.0,0.03,0.45,0.55,0.97
2000,"DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType/3.csv",7462,0.97,0.0,0.0,0.03,0.42,0.58,0.97
2016,"LoanAmount,EMI,InterestRate,RentAmount/2.csv",12584,0.97,0.0,0.0,0.03,0.52,0.48,0.97
2019,"LoanAmount,EMI,InterestRate,RentAmount/5.csv",3659,0.97,0.0,0.0,0.03,0.41,0.59,0.97
2036,"loantype,LoanAmount,EMI/2.csv",3146,0.97,0.0,0.0,0.03,0.48,0.52,0.97
2037,"loantype,LoanAmount,EMI/4.csv",3022,0.97,0.0,0.0,0.03,0.42,0.58,0.97
2038,"loantype,LoanAmount,EMI/1.csv",22266,0.97,0.0,0.0,0.03,0.54,0.46,0.97
2039,"loantype,LoanAmount,EMI/5.csv",2015,0.97,0.0,0.0,0.03,0.4,0.6,0.97
2047,"loantype,DocumentCharge,InterestRate,InsuranceAmount/4.csv",5467,0.97,0.0,0.0,0.03,0.52,0.48,0.97
2053,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",14045,0.97,0.0,0.0,0.03,0.46,0.54,0.97
2059,"LoanAmount,EMI,InsuranceAmount,NoOfDependents/5.csv",2015,0.97,0.0,0.0,0.03,0.37,0.63,0.97
2060,"EMI,InsuranceRate/3.csv",2756,0.97,0.0,0.0,0.03,0.65,0.35,0.97
2064,"EMI,InsuranceRate/5.csv",5473,0.97,0.0,0.0,0.03,0.42,0.58,0.97
2066,"loantype,LoanAmount,RentAmount/2.csv",3147,0.97,0.0,0.0,0.03,0.48,0.52,0.97
2078,"loantype,DocumentCharge,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",7195,0.97,0.0,0.0,0.03,0.5,0.5,0.97
2083,"LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/1.csv",14045,0.97,0.0,0.0,0.03,0.46,0.54,0.97
2088,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/1.csv",12295,0.97,0.0,0.0,0.03,0.48,0.52,0.97
2103,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,RentAmount/1.csv",9845,0.97,0.0,0.0,0.03,0.47,0.53,0.97
2115,"DocumentCharge,InterestRate,InsuranceRate/3.csv",6560,0.97,0.0,0.0,0.03,0.53,0.47,0.97
2116,"DocumentCharge,InterestRate,InsuranceRate/2.csv",13984,0.97,0.0,0.0,0.03,0.56,0.44,0.97
2117,"DocumentCharge,InterestRate,InsuranceRate/4.csv",3483,0.97,0.0,0.0,0.03,0.41,0.59,0.97
2123,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount,NoOfDependents/1.csv",7995,0.97,0.0,0.0,0.03,0.58,0.42,0.97
2140,"loantype,EMI,InsuranceRate/3.csv",4198,0.97,0.0,0.0,0.03,0.45,0.55,0.97
2143,"loantype,EMI,InsuranceRate/1.csv",11299,0.97,0.0,0.0,0.03,0.45,0.55,0.97
2147,"InterestRate,RentAmount/4.csv",5183,0.97,0.0,0.0,0.03,0.52,0.48,0.97
2178,"LoanAmount,EMI,InterestRate,InsuranceRate,RentAmount/1.csv",9682,0.97,0.0,0.0,0.03,0.47,0.53,0.97
2198,"EMI,InsuranceAmount,ResidenceType,RentAmount/1.csv",15985,0.97,0.0,0.0,0.03,0.47,0.53,0.97
2202,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",14045,0.97,0.0,0.0,0.03,0.46,0.54,0.97
2208,"InterestRate,NoOfDependents/5.csv",2483,0.97,0.0,0.0,0.03,0.47,0.53,0.97
2210,"LoanAmount,DocumentCharge,InsuranceAmount/2.csv",5569,0.97,0.0,0.0,0.03,0.54,0.46,0.97
2230,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
2231,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/4.csv",5325,0.97,0.0,0.0,0.03,0.41,0.59,0.97
2239,"loantype,InterestRate,ResidenceType,RentAmount/3.csv",8561,0.97,0.0,0.0,0.03,0.55,0.45,0.97
2242,"loantype,InterestRate,ResidenceType,RentAmount/1.csv",23855,0.97,0.0,0.0,0.03,0.5,0.5,0.97
2254,"EMI,InsuranceRate,InsuranceAmount,RentAmount/3.csv",2745,0.97,0.0,0.0,0.03,0.65,0.35,0.97
2259,"EMI,ResidenceType/3.csv",8857,0.97,0.0,0.0,0.03,0.44,0.56,0.97
2260,"EMI,ResidenceType/2.csv",9088,0.97,0.0,0.0,0.03,0.55,0.45,0.97
2262,"EMI,ResidenceType/1.csv",19568,0.97,0.0,0.0,0.03,0.51,0.49,0.97
2264,"loantype,LoanAmount,DocumentCharge,ResidenceType,RentAmount/2.csv",4570,0.97,0.0,0.0,0.03,0.45,0.55,0.97
2274,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/2.csv",12181,0.97,0.0,0.0,0.03,0.55,0.45,0.97
2275,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/4.csv",7407,0.97,0.0,0.0,0.03,0.45,0.55,0.97
2277,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/5.csv",5783,0.97,0.0,0.0,0.03,0.42,0.58,0.97
2280,"loantype,EMI,NoOfDependents/4.csv",2664,0.97,0.0,0.0,0.03,0.45,0.55,0.97
2288,"LoanAmount,EMI,InsuranceRate/3.csv",11131,0.97,0.0,0.0,0.03,0.58,0.42,0.97
2291,"LoanAmount,EMI,InsuranceRate/1.csv",9845,0.97,0.0,0.0,0.03,0.47,0.53,0.97
2292,"LoanAmount,EMI,InsuranceRate/5.csv",5652,0.97,0.0,0.0,0.03,0.42,0.58,0.97
2320,"LoanAmount,EMI,InterestRate,ResidenceType/3.csv",10003,0.97,0.0,0.0,0.03,0.45,0.55,0.97
2322,"LoanAmount,EMI,InterestRate,ResidenceType/4.csv",1963,0.97,0.0,0.0,0.03,0.41,0.59,0.97
2323,"LoanAmount,EMI,InterestRate,ResidenceType/1.csv",18422,0.97,0.0,0.0,0.03,0.52,0.48,0.97
2343,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/1.csv",9845,0.97,0.0,0.0,0.03,0.47,0.53,0.97
2378,"EMI,ResidenceType,RentAmount,NoOfDependents/1.csv",19568,0.97,0.0,0.0,0.03,0.51,0.49,0.97
2386,"loantype,LoanAmount,EMI,InterestRate,RentAmount,NoOfDependents/4.csv",3815,0.97,0.0,0.0,0.03,0.43,0.57,0.97
2391,"LoanAmount,EMI/4.csv",8485,0.97,0.0,0.0,0.03,0.45,0.55,0.97
2392,"LoanAmount,EMI/1.csv",17485,0.97,0.0,0.0,0.03,0.52,0.48,0.97
2393,"LoanAmount,EMI/5.csv",3669,0.97,0.0,0.0,0.03,0.4,0.6,0.97
2395,"loantype,InsuranceRate,RentAmount/2.csv",8383,0.97,0.0,0.0,0.03,0.5,0.5,0.97
2440,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
2449,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",10021,0.97,0.0,0.0,0.03,0.44,0.56,0.97
2455,"LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
2458,"LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType/5.csv",5258,0.97,0.0,0.0,0.03,0.41,0.59,0.97
2461,"InsuranceAmount,RentAmount/4.csv",2301,0.97,0.0,0.0,0.03,0.47,0.53,0.97
2478,"loantype,EMI,InsuranceRate,InsuranceAmount/3.csv",4198,0.97,0.0,0.0,0.03,0.45,0.55,0.97
2481,"loantype,EMI,InsuranceRate,InsuranceAmount/1.csv",11299,0.97,0.0,0.0,0.03,0.45,0.55,0.97
2499,"DocumentCharge,InsuranceRate,NoOfDependents/2.csv",7818,0.97,0.0,0.0,0.03,0.51,0.49,0.97
2501,"DocumentCharge,InsuranceRate,NoOfDependents/1.csv",12537,0.97,0.0,0.0,0.03,0.48,0.52,0.97
2508,"loantype,EMI/3.csv",11807,0.97,0.0,0.0,0.03,0.47,0.53,0.97
2510,"loantype,EMI/4.csv",2700,0.97,0.0,0.0,0.03,0.45,0.55,0.97
2511,"loantype,EMI/1.csv",19856,0.97,0.0,0.0,0.03,0.54,0.46,0.97
2512,"loantype,EMI/5.csv",1955,0.97,0.0,0.0,0.03,0.4,0.6,0.97
2519,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount/2.csv",15070,0.97,0.0,0.0,0.03,0.57,0.43,0.97
2526,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount/1.csv",11299,0.97,0.0,0.0,0.03,0.45,0.55,0.97
2539,"DocumentCharge,EMI,InterestRate,ResidenceType/2.csv",12755,0.97,0.0,0.0,0.03,0.51,0.49,0.97
2540,"DocumentCharge,EMI,InterestRate,ResidenceType/4.csv",6519,0.97,0.0,0.0,0.03,0.4,0.6,0.97
2542,"DocumentCharge,EMI,InterestRate,ResidenceType/5.csv",1963,0.97,0.0,0.0,0.03,0.41,0.59,0.97
2544,"EMI,InsuranceAmount/2.csv",15100,0.97,0.0,0.0,0.03,0.56,0.44,0.97
2545,"EMI,InsuranceAmount/4.csv",2027,0.97,0.0,0.0,0.03,0.43,0.57,0.97
2547,"EMI,InsuranceAmount/5.csv",5531,0.97,0.0,0.0,0.03,0.42,0.58,0.97
2566,"LoanAmount,EMI,InsuranceRate,ResidenceType/1.csv",14045,0.97,0.0,0.0,0.03,0.46,0.54,0.97
2576,"LoanAmount,DocumentCharge,EMI,InsuranceAmount/1.csv",22551,0.97,0.0,0.0,0.03,0.53,0.47,0.97
2577,"LoanAmount,DocumentCharge,EMI,InsuranceAmount/5.csv",2091,0.97,0.0,0.0,0.03,0.37,0.63,0.97
2592,"DocumentCharge,EMI,ResidenceType,RentAmount,NoOfDependents/3.csv",7064,0.97,0.0,0.0,0.03,0.41,0.59,0.97
2601,"InterestRate,ResidenceType,RentAmount/3.csv",9088,0.97,0.0,0.0,0.03,0.55,0.45,0.97
2602,"InterestRate,ResidenceType,RentAmount/2.csv",13446,0.97,0.0,0.0,0.03,0.5,0.5,0.97
2605,"LoanAmount,EMI,InsuranceAmount,ResidenceType/3.csv",9187,0.97,0.0,0.0,0.03,0.44,0.56,0.97
2613,"EMI,InterestRate,InsuranceRate,NoOfDependents/1.csv",8643,0.97,0.0,0.0,0.03,0.46,0.54,0.97
2616,"DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
2623,"loantype,RentAmount/1.csv",32789,0.97,0.0,0.0,0.03,0.51,0.49,0.97
2630,"DocumentCharge,NoOfDependents/2.csv",7409,0.97,0.0,0.0,0.03,0.47,0.53,0.97
2631,"DocumentCharge,NoOfDependents/4.csv",3819,0.97,0.0,0.0,0.03,0.64,0.36,0.97
2640,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/2.csv",15070,0.97,0.0,0.0,0.03,0.57,0.43,0.97
2641,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/4.csv",7994,0.97,0.0,0.0,0.03,0.47,0.53,0.97
